identifier	dna_number	gene_name	forward_primers	reverse_primers
SEQID00001544	2010	ARGK	AK270F	AK950R
SEQID00002731	1435	ARGK	AK270F	AK950R
SEQID00002315	2516	CAD	CD439F	CD688R
SEQID00005585	2049	TOPO	TP675F	TP932R
SEQID00003357	3071	TOPO	TP675F	TP932R
SEQID00002973	2203	COI	LC1490, JER	PAT, HC2198
SEQID00004113	1876	28S	D1, D1	D3, D3
SEQID00005340	3978	28S	D1, LS1F	LS1R, D3L
SEQID00002410	1998	WG	WG578F	WGABR
SEQID00005698	1544	ENOLASE		
SEQID00002723	0742	28S	D1	D33-
SEQID00003196	2258	CAD	806F	1098R
SEQID00002227	0782	28S	D2F, D1, D1MOD, D1MOD	D3R, D3, D33
SEQID00005784	1406	COI	B1490	BCOI2R
SEQID00003088	1912	28S	D1	D3
SEQID00002490	1688	WG	WG578F	WGABR
SEQID00005860	0283	WG		
SEQID00003028	2502	28S	D1	D3
SEQID00006220	2562	TOPO	TP643F	TP932R
SEQID00005351	0817	TOPO	TP675F	TP932R
SEQID00006161	3022	WG		
SEQID00003035	2007	TOPO	TP675F	TP932R
SEQID00001753	2960	CAD	CD806F	C1098R2
SEQID00006527	2440	WG	WG578F	WGABR
SEQID00003624	2566	TOPO	TP675F	TP932R
SEQID00004443	2107	WG	WG578F	WGABR
SEQID00004447	2796	CAD	CD806F	C1098R2
SEQID00000234	3595	WG	WG578F	WGABR
SEQID00003877	2169	28S	D1, D1	D3, D3
SEQID00006291	2786	ARGK	AK183F	AK933R
SEQID00003058	1769	28S	D1	D3
SEQID00004013	1564	28S	D1	D3
SEQID00004843	1467	TOPO	TP675F	TP932R
SEQID00004431	1597	CAD	581F4, 338F, 806F	680R2, 843R, 1098R
SEQID00000635	2303	MSP	MSP2F	MSP1R
SEQID00006455	1000	WG		WGB, WG2
SEQID00000329	2304	28S	D1	D3
SEQID00000825	2283	CAD	CD821F, CD821F	C1098R, C1231R
SEQID00004438	2098	CAD	CD439F, 806F	CD688R, 1098R
SEQID00003383	1650	WG	WGYF	WGABR
SEQID00001524	2421	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00000247	2782	CAD	CD806F	C1098R2
SEQID00002694	4052	TOPO	TP643F	TP932R
SEQID00003362	1251	WG	WG578F, B5WG1	WGABR, B3WG2
SEQID00001505	2175	COI	JER, B1490	PAT, BCOI2R
SEQID00005574	1124	28S	D1, D1	D3, D33
SEQID00002232	2860	28S	NLF184, NLF184	D3AR, D3AR
SEQID00006764	0251	28S	D1	D33-
SEQID00005701	2337	TOPO	TP675F	TP932R
SEQID00004346	2679	CAD	CD439F, CD806F	CD688R, 1098R2
SEQID00006391	4032	CAD	CD806F	C1098R2
SEQID00000154	0571	CAD	CD806F, CD806F, CD439F	CD1098R2, CD1098R2, CD668R
SEQID00005547	2831	18S		
SEQID00001486	2839	CAD	CD806F	C1098R2
SEQID00003772	3242	TOPO		
SEQID00002913	0857	28S	NLF184, D1, D1	D3-MOD, D3MOD, D3AR, D3WM
SEQID00004133	3005	ARGK	AK183F	AK933R
SEQID00005442	1669	18S	760F, 18SAI, 18SBI, 518S	909R, 18L
SEQID00002328	1854	ARGK	AK270F	AK950R
SEQID00001878	0700	28S	D1	D33-
SEQID00002538	1328	TOPO	TP643F	TP932R
SEQID00003836	3974	18S		
SEQID00000869	1604	POL2	PL859F	P1097R
SEQID00002252	1842	COI	JER, B1490	B2232, PAT
SEQID00000900	1342	COI	B1490	BCOI2R
SEQID00004335	2012	ARGK	AK270F	AK950R
SEQID00002377	0122	WG		
SEQID00000994	0772	28S	D1	D33-
SEQID00004958	2836	COI	B1490	BCOI2R
SEQID00001721	1288	CAD	806F	1098R
SEQID00000963	1849	28S	D1	D3
SEQID00006551	1420	ARGK	AK270F	AK950R
SEQID00003569	0017	WG	WG578F	WGABR
SEQID00003949	1451	28S	D1	D3
SEQID00005543	3718	MSP	MSP2F	MSP1R
SEQID00002295	0605	28S	D1, D1	D3, D33-
SEQID00002540	2007	28S	D1	D3
SEQID00004933	2650	COI	B1490, LC1490	HC2198, BCOI2R
SEQID00005711	3283	28S	NLF184	D3AR
SEQID00002387	1639	WG	B5WG1, 5WGNST	B3WG2, B3WG2
SEQID00004308	1401	TOPO	TP675F	TP932R
SEQID00001661	2484	ARGK	AK168F	AK939R
SEQID00000263	3916	WG	WG550F	WGABRZ
SEQID00002005	2763	COI	B1490	BCOI2R
SEQID00002376	1713	28S	D1	D3
SEQID00004455	0753	28S	D1	D33-
SEQID00003972	2116	28S	D1	D3
SEQID00003525	1069	ARGK	AK183F	AK933R
SEQID00002473	1842	18S	18SAI, 760F, 18SBI, 518S	18L, 909R
SEQID00006238	1777	WG	WG550F	WGABRZ
SEQID00004815	0099	18S		
SEQID00002568	1813	WG	WG578F	WGABR
SEQID00001149	2947	28S	NLF184	D3AR
SEQID00000543	1848	CAD	338F, 791F2, 581F4	680R2, 843R, 1098R
SEQID00006162	3205	28S	NLF184, D1, LS1F	LS1R, D3AR, D3L
SEQID00001473	1203	ARGK	AK270F	AK950R
SEQID00003315	1940	COI	LC1490	HC2198
SEQID00003643	0126	WG		
SEQID00000844	2066	28S	D1	D3
SEQID00000794	1963	COI	B1490, JER	BCOI2R, PAT
SEQID00003394	0759	WG	WG1	WGB
SEQID00001680	3250	28S	NLF184	D3AR
SEQID00004408	2830	28S	28SS1F	28SS2R
SEQID00004680	0985	28S	D1	D33-, D33-
SEQID00005907	2585	WG	WG578F	WGABR
SEQID00001093	1339	COI	LC1490	HC2198
SEQID00004615	1839	COI	JER, B1490	PAT, B2232
SEQID00005638	0894	28S	D1	D33-
SEQID00000749	3092	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00005000	1453	ARGK	AK168F	AK939R
SEQID00005656	2160	COI	JER, B1490	PAT, BCOI2R
SEQID00002814	1757	ARGK	AK183F	AK933R
SEQID00005344	1765	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00004285	2662	MSP	MSP2F	MSP1R
SEQID00003281	2795	CAD	CD806F	C1098R2
SEQID00001532	1566	CAD	338F, 581F4, 806F	680R, 843R, 1098R
SEQID00005905	3518	28S	D1, LS1F	LS1R, D3L
SEQID00006064	2981	WG	WG550F	WGABRZ
SEQID00003310	0670	CAD	CD806F, CD806F, CD439F	CD1098R2, CD1098R2, CD668R
SEQID00005927	1396	COI	LC1490	HC2198
SEQID00001306	0410	18S	18SBI, 18SAI, 760F, 518S	18L, 909R
SEQID00000253	1910	CAD	791F2, 581F4, 338F	843R, 680R2, 1098R
SEQID00001596	1862	COI	B1490, JER	B2232, PAT
SEQID00000643	2913	CAD	CD806F, CD439F	C1098R2, CD688R
SEQID00000443	1444	COI	LC1490	HC2198
SEQID00004122	1677	28S	D1	D3
SEQID00001020	2079	CAD	CD806F	C1098R2
SEQID00005745	2188	TOPO	TP675F	TP932R
SEQID00006476	2043	WG	WG550F	WGABRZ
SEQID00000020	1548	18S	760F, 18SAI, 518S, 18SBI	909R, 18L
SEQID00003753	1975	28S	D1	D3
SEQID00005242	1800	18S	518S, 18SAI, 760F, 18SBI	18L, 909R
SEQID00000699	1416	CAD	806F	1098R
SEQID00001135	1987	28S	D1	D3
SEQID00002887	1626	ARGK	AK270F	AK950R
SEQID00002783	4292	CAD	CD806F, CD439F	CD668R, CD1098R2
SEQID00001535	1574	ARGK	AK270F	AK950R
SEQID00001690	2198	28S	D1	D3
SEQID00003100	1553	WG	WG578F	WGABR
SEQID00000591	3205	18S		
SEQID00001507	2751	ARGK	AK183F	AK933R
SEQID00004099	0715	WG	WG1	WG2
SEQID00004611	2048	TOPO	TP675F	TP932R
SEQID00006376	1660	WG	WGYF	WGABR
SEQID00002308	3244	28S	NLF184	D3AR
SEQID00000806	1237	28S	D1	D3
SEQID00003534	1539	CAD	581F4, 806F, 338F	680R2, 1098R, 843R
SEQID00004652	2796	COI	B1490	BCOI2R
SEQID00000576	1703	ARGK	AK270F	AK950R
SEQID00002775	0676	18S	18SBI, 518S, 18SAI, 760F	18L, 909R
SEQID00004066	2517	WG	WG578F	WGABRZ
SEQID00005257	1535	COI	JER, B1490	PAT, B2232
SEQID00005769	1850	28S	D1	D3
SEQID00004043	4059	TOPO	TP675F	TP932R
SEQID00001476	2928	MSP	MSP2F	MSP1R
SEQID00000870	1897	ARGK	AK270F, AK270F	AK830R, AK950R
SEQID00004861	0714	CAD	806F, 791F2	1098RA, 1098R
SEQID00002502	0523	WG		
SEQID00004147	1852	28S	D1	D3
SEQID00005838	2248	ARGK	AK270F	AK950R
SEQID00004280	1347	WG	WG578F	WGABR
SEQID00003796	1630	TOPO		
SEQID00002883	1299	COI	JER, B1490	BCOI2R, PAT
SEQID00000640	2726	28S	NLF184	D3AR
SEQID00006432	3159	CAD	CD806F, CD439F	CD1098R2, CD688R
SEQID00005014	2555	COI	B1490	BCOI2R
SEQID00001697	3978	TOPO		
SEQID00003418	1426	WG	5WGB	B3WG2
SEQID00003823	1425	CAD	791F2	1098R
SEQID00001813	0893	28S	NLF184, D1	D33-, D3AR
SEQID00003078	1847	ARGK	AK270F	AK950R
SEQID00001392	2600	COI	LC1490	HC2198
SEQID00003355	1716	CAD	791F2	1098R
SEQID00002661	1851	POL2	PL859F	P1097R
SEQID00004371	1727	CAD	791F2, C806F3, CD821F	1129R, 1098R, 1098R
SEQID00003883	3636	CAD	CD439F, CD806F	C1098R2, CD688R
SEQID00003301	0478	WG		
SEQID00004604	2449	28S	D1	D3
SEQID00004095	0334	ARGK		
SEQID00006473	1976	28S	D1	D3
SEQID00004579	2337	CAD	806F3	C1129R
SEQID00004932	0470	18S		
SEQID00003261	2203	ARGK	AK270F	AK950R
SEQID00005311	3974	COI		
SEQID00003173	1804	TOPO	TP675F	TP932R
SEQID00005148	1852	ARGK	AK270F	AK950R
SEQID00003427	1993	CAD	CD439F, CD806F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00001952	1718	WG	WG550F	WGABRZ
SEQID00004107	2263	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00005411	1436	ARGK	AK270F	AK950R
SEQID00004883	2003	WG	WG550F	WGABRZ
SEQID00004337	1465	CAD	CD806F	1098R2
SEQID00002810	2652	28S	NLF184, NLF184	D3AR, D3AR
SEQID00001646	1703	WG	WG578F	WGABR
SEQID00003831	1336	28S	D1	D3
SEQID00006079	2089	28S	D1	D3
SEQID00002001	2107	TOPO	TP675F	TP932R
SEQID00002882	1574	CAD	581F4, 806F, 338F	680R2, 843R, 1098R
SEQID00005422	0315	CAD	CD821F, CD439F	CD688R, C1098R2
SEQID00001903	1344	ARGK	AK270F	AK950R
SEQID00003166	2392	ARGK	AK183F	AK933R
SEQID00005992	2837	28S	D1	D3
SEQID00002727	0571	WG	WG5	WG3
SEQID00001982	1066	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00000717	1499	28S	D1	D33-
SEQID00004911	2503	COI	LC1490	HC2198
SEQID00004980	1451	18S	18SBI, 518S, 18SAI, 760F	18L, 909R
SEQID00004675	0916	COI	JERRY	PAT
SEQID00005042	2551	CAD	CD439F, CD806F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00005330	1519	COI	B1490, B1490, B2679, JER, JER, B1490	B2232, BCOI2R, PAT, B2232, PAT
SEQID00000308	1813	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00002658	2503	WG	WG578F	WGABR
SEQID00004361	1765	WG	WG578F	WGABR
SEQID00005916	2652	CAD	CD806F	1098R2
SEQID00004550	0467	18S		
SEQID00002231	0988	MSP	MSP2F	MSP1R
SEQID00000293	2835	28S	D1	D3
SEQID00003944	1754	COI	LC1490	HC2198
SEQID00000584	1077	WG		
SEQID00003697	0729	28S	D1	D33-
SEQID00003054	1913	COI	JER, B1490	PAT, BCOI2R
SEQID00005556	1727	TOPO	TP643F	TP932R
SEQID00002382	3076	CAD	CD821F	C1098R2
SEQID00001849	1618	COI	JER, JER, B1490	PAT, PAT, B2232
SEQID00001614	1123	COI	JER, B1490	PAT, B2232
SEQID00000496	0838	WG		WGB, WG2
SEQID00002082	1475	28S	D1	D33
SEQID00006178	0621	WG		
SEQID00004894	2154	CAD		
SEQID00005654	2497	18S	18SBI, 18SAI, 760F, 518S	18L, 909R
SEQID00006212	2506	TOPO	TP675F	TP932R
SEQID00006177	2149	CAD	CD806F	1098R2
SEQID00001829	1417	COI	LC1490	HC2198
SEQID00000204	2874	18S	760F, 18SBI, 18SAI, 518S	18L, 909R
SEQID00004403	0767	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00001483	3005	COI	B1490, LC1490	HC2198, BCOI2R
SEQID00004715	2803	COI	LC1490	HC2198
SEQID00005874	2058	TOPO	TP675F	TP932R
SEQID00005385	2066	WG	WG578F	WGABR
SEQID00003464	2271	COI	LC1490	HC2198
SEQID00006187	1544	28S	D1, D1, D1, D1	D3, D3, D3, D3
SEQID00003223	1518	WG	WGYF	WGABR
SEQID00006563	2031	CAD	CD439F, CD806F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00005009	3974	CAD		
SEQID00005630	1895	18S	518S, 18SAI, 760F, 18SBI	909R, 18L
SEQID00002921	0680	WG	WG1	WG2
SEQID00000688	3812	CAD	CD439F, CD806F	CD688R, C1098R2
SEQID00006604	0911	WG		
SEQID00005994	2168	CAD	CD806F	C1098R2
SEQID00001562	2540	COI	B1490	COI2R
SEQID00003962	0695	WG	WG1	WG2
SEQID00000493	1434	COI	LC1490, B1490	BCOI2R, HC2198
SEQID00001676	1727	28S	D1, D1	D3, D3
SEQID00000346	3636	WG	WG550F, WG550F	WGABRZ, WGABRZ
SEQID00005519	2316	ARGK	AK270F	AK950R
SEQID00003149	3239	WG	WG578F	WGABR
SEQID00006205	0728	18S		
SEQID00004432	1288	18S	18SAI, 18SBI, 760F, 518S	909R, 18L
SEQID00001503	4054	COI	LC1490	HC2198
SEQID00005482	1710	CAD	CD439F, CD821F, CD439F	CD688R, CD668R, C1098R2
SEQID00000315	2790	COI	B1490	BCOI2R
SEQID00002302	1855	CAD	791F2, 581F4, 338F	680R2, 1098R, 843R
SEQID00003288	1602	COI	JER, B1490	PAT, B2232
SEQID00006743	3984	ARGK	AK168F	AK939R
SEQID00006436	1471	WG	WG578F	WGABR
SEQID00002748	2841	TOPO	TP675F	TP932R
SEQID00002618	2840	ARGK	AK183F	AK933R
SEQID00005401	0725	WG	WG1	WG2, WG2, WGB
SEQID00002200	0744	WG	WG1	WG2
SEQID00004786	4052	COI	LC1490	HC2198
SEQID00003158	0917	28S	D1	D33-
SEQID00005951	1204	COI	JER, B1490	B2232, PAT
SEQID00001517	1396	CAD	CD439F, 806F	CD668R, 1098R
SEQID00005771	2078	COI	B1490	BCOI2R
SEQID00001484	1506	WG	WG578F	WGABR
SEQID00005763	2183	28S	D1	D3
SEQID00006754	2502	TOPO	TP675F	TP932R
SEQID00006682	2913	18S	518S, 760F, 18SBI, 18SAI	18L, 909R
SEQID00001550	1743	ARGK	AK183F	AK933R
SEQID00003445	1905	COI	B1490, JER	PAT, BCOI2R
SEQID00000781	2974	28S	NLF184	D3AR
SEQID00003942	1851	WG	WG578F	WGABR
SEQID00000309	2005	CAD	CD806F	C1098R2
SEQID00000887	2937	COI	B1490, LC1490, LC1490	HC2198, HC2198, HC2198
SEQID00006304	2132	28S	D1	D3
SEQID00003302	2761	28S	NLF184	D3AR
SEQID00006749	2612	COI	LC1490	HC2198
SEQID00005892	2677	COI	LC1490	HC2198
SEQID00003274	2707	WG	WG578F	WGABR
SEQID00000392	1508	28S	D1	D3
SEQID00001679	0607	28S	D1, D1	D33-, D3
SEQID00005880	2852	WG	WG578F	WGABR
SEQID00006117	0551	18S		
SEQID00000447	2264	PEPCK		
SEQID00004926	1637	POL2	PL859F	P1097R
SEQID00006492	2560	28S	NLF184, NLF184	D3AR, D3AR
SEQID00001158	0315	28S	D1, D1	D3, D33-
SEQID00005123	1416	COI	LC1490	HC2198
SEQID00002722	2506	CAD	CD806F	1098R2
SEQID00001643	1420	COI	LC1490	HC2198
SEQID00000372	2358	WG	WG550F	WGABRZ
SEQID00004343	1925	COI	JER, B2679, B1490	BCOI2R, B2232, PAT
SEQID00003420	0997	28S		
SEQID00005287	1637	ARGK	AK270F, AK270F	AK830R, AK950R
SEQID00005393	2441	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00006645	1651	WG	WGYF	WGABR
SEQID00000695	3525	WG	WG578F	WGABR
SEQID00002197	2248	CAD	CD821F	C1098R
SEQID00000097	2741	28S	NLF184	D3AR
SEQID00006228	0114	WG		
SEQID00004179	2622	CAD	CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2
SEQID00002594	1815	ARGK	AK270F	AK950R
SEQID00006400	2371	WG	WG578F	WGABR
SEQID00004331	0773	WG		WG2, WGB
SEQID00006686	2006	CAD	CD806F	C1098R2
SEQID00005141	1571	COI	JER, JER, B1490	PAT, PAT, B2232
SEQID00000940	0457	18S		
SEQID00000510	1344	28S	D1	D3
SEQID00006359	2187	ARGK	AK183F	AK933R
SEQID00004778	0817	COI	JERRY, B1490	PAT, BCOI2R
SEQID00002429	1501	COI	B1490, JER, JER, JER, B1490	PAT, PAT, B2232, PAT, B2232
SEQID00002610	2817	ARGK	AK183F	AK933R
SEQID00001891	2826	28S	28SS1F	28SS2R
SEQID00006229	0427	28S	D1, D1	D3, D3MOD, D2R
SEQID00002878	1289	TOPO	TP675F	TP932R
SEQID00000076	1854	COI	B1490, JER	PAT, B2232
SEQID00003453	3772	CAD	806F	1098R2
SEQID00001684	2100	28S	D1	D3
SEQID00003694	1465	TOPO	TP675F	TP932R
SEQID00003968	1616	28S	D1	D3
SEQID00001632	2377	WG	WG578F	WGABR
SEQID00003654	1409	18S	760F, 18SBI, 18SAI, 518S	18L, 909R
SEQID00005706	3983	TOPO		
SEQID00004789	2659	28S	NLF184, NLF184	D3AR, D3AR
SEQID00001394	3080	COI	B1490	BCOI2R
SEQID00005255	1749	CAD	806F	1098R
SEQID00004892	2027	WG	WG578F	WGABR
SEQID00002046	1543	18S	760F, 518S, 18SAI, 18SBI	909R, 18L
SEQID00003726	0718	ARGK	AK183F	AK933R
SEQID00006045	2140	WG	WG550F	WGABRZ
SEQID00005854	2937	TOPO	TP675F	TP932R
SEQID00006008	2508	CAD	791F2	1098R2
SEQID00006223	2803	28S	D1	D3
SEQID00001995	1656	COI	B1490, JER	PAT, B2232
SEQID00003575	1484	18S	18SAI, 18SBI, 518S, 760F	18L, 909R
SEQID00004061	0684	18S	518S, 1055F, 18SBI, 18SAI	519R, 18L
SEQID00000947	2563	28S	NLF184	D3AR
SEQID00001554	2940	WG	WG578F	WGABR
SEQID00003193	0122	18S		
SEQID00004075	1281	WG	WG578F	WGABR
SEQID00003075	1288	COI	JER, B1490, LC1490	PAT, HC2198, BCOI2R
SEQID00002226	1932	TOPO	TP675F	TP932R
SEQID00006132	2263	ARGK	AK183F	AK933R
SEQID00003907	0605	28S	D1, D1	D3, D33-
SEQID00001743	1858	WG	WG578F	WGABR
SEQID00003732	1566	18S	760F, 518S, 18SAI, 18SBI	909R, 18L
SEQID00006215	2316	ARGK	AK270F	AK950R
SEQID00002101	0267	COI	LC1490, JERRY	HC2198, PAT
SEQID00003230	1727	COI	JER, B1490, LC1490	PAT, BCOI2R, HC2198
SEQID00002611	2484	COI	B1490	BCOI2R
SEQID00001417	3984	COI	LC1490	HC2198
SEQID00002696	1638	COI	JER, B1490	B2232, PAT
SEQID00005773	0484	28S	D1, D1	D33-, D33-
SEQID00003339	1501	WG	WG550F, B5WG1	B3WG2, WGABRZ
SEQID00004732	2842	ARGK	AK183F	AK933R
SEQID00002893	0268	28S	D1	D3
SEQID00005963	2967	28S	NLF184	D3AR
SEQID00000387	0916	WG		WG2, WGB
SEQID00002416	1716	ARGK	AK260F, AK270F, AK270F	AK950R, AK950R, AK950R
SEQID00004325	1441	28S	D1	D3
SEQID00000882	1445	28S	D1, D1	D3, D3
SEQID00003138	1125	28S	D1	D33
SEQID00005046	2844	28S	D1	D3
SEQID00001222	2369	CAD	CD806F	1098R2
SEQID00002837	2562	CAD	CD806F	1098R2
SEQID00003936	4292	18S	760F, 18SAI, 18SBI, 518S	909R, 18L
SEQID00000835	2399	18S	518S, 18SAI, 18SBI, 760F	909R, 18L
SEQID00004547	3244	WG	WG578F	WGABR
SEQID00004974	2678	COI	B1490	BCOI2R
SEQID00005954	1087	28S	D1	D33-
SEQID00005098	1460	CAD	806F, 791F2	1098RA, 1098R
SEQID00006615	0111	18S		
SEQID00001992	2860	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00006480	1838	WG	WG578F	WGABR
SEQID00001342	2856	28S	NLF184, NLF184	D3AR, D3AR
SEQID00001434	2176	CAD	CD821F	C1098R
SEQID00001660	2309	MSP	MSP2F	MSP1R
SEQID00004149	2737	CAD	CD806F	C1098R2
SEQID00003928	1424	CAD	791F2	1098R
SEQID00004673	0981	28S	D1	D33-
SEQID00006340	1723	28S	D1	D3
SEQID00001112	2759	CAD	CD439F, CD806F	1098R2, CD688R
SEQID00001443	1768	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00002140	3059	28S	NLF184	D3AR
SEQID00000064	0988	28S	D1, D1	D3, D33-
SEQID00000093	3060	28S	NLF184	D3AR
SEQID00001456	2043	MSP	MSP2F	MSP1R
SEQID00003031	2043	ARGK	AK168F	AK939R
SEQID00002977	1406	CAD	791F2	1098R
SEQID00005799	1330	ARGK	AK270F, AK270F	AK950R, AK950R
SEQID00006546	2341	MSP	MSP2F	MSP1R
SEQID00005421	1959	TOPO	TP675F	TP932R
SEQID00002372	3596	ARGK	AK183F	AK933R
SEQID00003242	1453	CAD	CD791F2	1098R2
SEQID00002021	0676	CAD	806F, CD439F	CD668R, 1098R
SEQID00004553	1317	ARGK	AK168F	AK939R
SEQID00006174	1326	COI	JER, B1490	B2232, PAT
SEQID00003209	0676	WG	WG550F, WG1	WGABRZ, WG2
SEQID00003016	0739	28S	D1	D33-
SEQID00004069	1543	WG	B5WG1	B3WG2
SEQID00003018	2271	TOPO	TP675F	TP932R
SEQID00004187	2016	TOPO	TP675F	TP932R
SEQID00005664	1415	WG	WG578F	WGABR
SEQID00006137	1935	CAD	C581F4, CD338F, C806F3	C843R, C1129R, C680R2
SEQID00003108	2652	TOPO	TP675F	TP932R
SEQID00005844	1171	CAD	CD806F	C1098R2
SEQID00000648	2833	28S	NLF184	D3AR
SEQID00003408	1552	28S	D1, D1	D3, D3
SEQID00002972	1484	CAD	791F2, CD439F	CD688R, 1098R
SEQID00005604	1322	TOPO	TP675F	TP932R
SEQID00001768	1420	18S	18SAI, 18SBI, 760F, 518S	18L, 909R
SEQID00003020	2144	CAD	806F	1098R
SEQID00003668	0752	28S	D1, D1, D1	D33-, D33-
SEQID00003533	0817	28S	D1	D33
SEQID00002978	2857	18S	18SAI, 18SBI, 518S, 760F	909R, 18L
SEQID00004364	1484	MSP	MSP2F	MSP1R
SEQID00003679	0409	28S	D1	D33-
SEQID00006276	1135	ARGK	AK270F, AK183F	AK950R, AK933R
SEQID00002192	2167	ARGK	AK270F	AK950R
SEQID00003729	2749	CAD	CD806F	1098R2
SEQID00001597	1961	28S	D1	D3
SEQID00005995	2133	28S	D1	D3
SEQID00001809	1323	28S	D1	D3
SEQID00001853	1693	CAD	806F, 338F, 581F4	680R, 1098R, 843R
SEQID00002730	0469	18S		
SEQID00004831	1745	PEPCK		
SEQID00006357	1319	COI	LC1490	HC2198
SEQID00005573	1994	TOPO	TP675F	TP932R
SEQID00006135	2785	COI	B1490	BCOI2R
SEQID00003449	1444	CAD	791F2	1098R
SEQID00003707	2335	WG	WG550F	WGABRZ
SEQID00003735	1963	WG	WG550F	WGABRZ
SEQID00004666	1966	28S	D1	D3
SEQID00004596	2010	WG	WG578F, WG550F	WGABR, WGABRZ
SEQID00005804	2862	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00002223	2029	CAD	CD821F, 806F, CD439F	1098R, C1098R, CD668R
SEQID00000009	1493	ARGK	AK270F	AK950R
SEQID00003983	2365	CAD	CD806F	1098R2
SEQID00001543	2071	WG	WG578F	WGABR
SEQID00006595	2217	ARGK	AK270F	AK950R
SEQID00002026	1544	AS		
SEQID00005917	2412	WG	WG578F	WGABR
SEQID00000849	0555	28S	D1MOD	D33
SEQID00002136	1804	CAD	806F	1098R
SEQID00003110	0137	28S	D1	D33-
SEQID00002403	2783	TOPO	TP675F	TP932R
SEQID00000595	0881	WG	WG550F	WGABRZ
SEQID00000098	0791	ARGK	AK270F	AK950R
SEQID00004531	2236	ARGK	AK270F	AK950R
SEQID00004542	2552	ARGK	AK183F	AK933R
SEQID00000577	1407	ARGK	AK183F	AK933R
SEQID00000852	0818	ARGK	AK270F	AK950R
SEQID00005597	0718	WG		WG2, WGB
SEQID00001717	0433	WG		
SEQID00001917	3598	CAD	CD439F, CD821F	CD668R, C1098R2
SEQID00005151	0638	28S	D1	D33-
SEQID00001016	1538	WG	WG578F	WGABR
SEQID00006269	1741	18S	760F, 18SAI, 18SBI, 518S	18L, 909R
SEQID00005607	2141	CAD	C806F3, CD439F, 791F2	1098R2, CD668R, 1129R
SEQID00004232	2204	18S	18SBI, 18SAI, 518S, 760F	18L, 909R
SEQID00005169	1466	28S	D1	D3
SEQID00005221	2187	28S	D1	D3
SEQID00001513	0451	28S	D1	D33-
SEQID00000683	1929	WG	WG578F	WGABR
SEQID00004101	1700	CAD	806F	1098R
SEQID00000396	1908	28S	D1	D3
SEQID00005387	2010	28S	D1	D3
SEQID00001215	3984	WG	WG578F	WGABR
SEQID00004209	1445	TOPO	TP675F	TP932R
SEQID00006509	2159	COI	JER, B1490	PAT, PAT
SEQID00001719	3022	28S	D1	LS1R
SEQID00001027	1752	WG	WG578F	WGABR
SEQID00003081	1464	MSP	MSP2F	MSP1R
SEQID00004188	2204	TOPO	TP675F	TP932R
SEQID00001530	2829	28S	28SS1F	28SS2R
SEQID00005294	2577	28S	D1, NLF184	D3AR, D3
SEQID00006385	2077	CAD	CD806F	C1098R2
SEQID00001650	2009	28S	D1	D3
SEQID00002011	2319	28S	NLF184	D3AR
SEQID00006288	2606	CAD	CD806F	1098R2
SEQID00004053	1763	28S	D1	D3
SEQID00006435	0756	WG		WG2, WGB
SEQID00004625	0370	18S		
SEQID00002183	2795	WG	WG550F	WGABRZ
SEQID00004982	1833	CAD	338F, 581F4, 791F2	1098R, 843R, 680R2
SEQID00000949	0453	WG		
SEQID00005569	2342	COI	LC1490	HC2198
SEQID00000581	0580	WG		WG2
SEQID00002896	0679	28S	D1	D33-
SEQID00003037	1572	28S	D1	D3
SEQID00001737	2576	18S	18SAI, 518S, 18SBI, 760F	909R, 18L
SEQID00001086	0916	CAD	CD439F, 806F	1098R, CD668R
SEQID00002959	2379	COI	LC1490	HC2198
SEQID00000583	2315	ARGK	AK270F	AK950R
SEQID00005608	2071	TOPO	TP675F	TP932R
SEQID00003448	1979	COI	B1490	BCOI2R
SEQID00003259	2820	WG	WG578F	WGABR
SEQID00000170	2866	MSP	MSP2F	MSP1R
SEQID00006380	3205	WG		
SEQID00004463	1860	28S	D1	D3
SEQID00006667	2364	28S	D1	D3
SEQID00000230	0136	18S		
SEQID00006661	2066	ARGK	AK270F	AK950R
SEQID00004575	2659	TOPO	TP675F	TP932R
SEQID00003216	1417	MSP	MSP2F	MSP1R
SEQID00005583	1831	ARGK	AK270F	AK950R
SEQID00005832	0141	18S		
SEQID00002548	1336	COI	B1490, B1490	BCOI2R, HC2198
SEQID00005639	1765	28S	D1	D3
SEQID00001376	1212	COI	B1490, JER	PAT, B2232
SEQID00001302	2320	28S	NLF184	D3AR
